Row,Vaccine,Geography Type,Geography,Season,Personnel Type,Estimate (%),95% CI (%),Sample Size,,Check State,,
599,Seasonal Influenza,States,Montana,2017-18,Employees,91,,"29,834",,,,
600,Seasonal Influenza,States,Nebraska,2017-18,Employees,93.3,,"39,439",,,,
601,Seasonal Influenza,States,Nevada,2017-18,Employees,90.2,,"34,512",,,,
602,Seasonal Influenza,States,New Hampshire,2017-18,Employees,95,,"36,076",,,,
603,Seasonal Influenza,States,New Jersey,2017-18,Employees,91,,"158,548",,,,
604,Seasonal Influenza,States,New Mexico,2017-18,Employees,88.2,,"35,891",,,,
605,Seasonal Influenza,States,New York,2017-18,Employees,86.9,,"459,969",,,,
606,Seasonal Influenza,States,North Carolina,2017-18,Employees,97,,"192,397",,,,
607,Seasonal Influenza,States,North Dakota,2017-18,Employees,92.6,,"27,578",,,,
608,Seasonal Influenza,States,Ohio,2017-18,Employees,89.1,,"288,359",,,,
609,Seasonal Influenza,States,Oklahoma,2017-18,Employees,94.4,,"72,866",,,,
610,Seasonal Influenza,States,Oregon,2017-18,Employees,84.8,,"79,404",,,,
611,Seasonal Influenza,States,Pennsylvania,2017-18,Employees,92.7,,"296,211",,,,
612,Seasonal Influenza,National,United States,2017-18,Employees,91.1,,"6,303,173",,,,
613,Seasonal Influenza,States,Rhode Island,2017-18,Employees,90.1,,"23,224",,,,
614,Seasonal Influenza,States,South Carolina,2017-18,Employees,94,,"93,561",,,,
615,Seasonal Influenza,States,South Dakota,2017-18,Employees,96.6,,"25,100",,,,
616,Seasonal Influenza,States,Tennessee,2017-18,Employees,92.7,,"135,009",,,,
617,Seasonal Influenza,States,Texas,2017-18,Employees,93.8,,"408,213",,,,
618,Seasonal Influenza,States,Utah,2017-18,Employees,99,,"45,616",,,,
619,Seasonal Influenza,States,Vermont,2017-18,Employees,80.6,,"18,645",,,,
620,Seasonal Influenza,States,Virginia,2017-18,Employees,91.5,,"123,966",,,,
621,Seasonal Influenza,States,Washington,2017-18,Employees,91.9,,"129,593",,,,
622,Seasonal Influenza,States,West Virginia,2017-18,Employees,92.5,,"51,259",,,,
623,Seasonal Influenza,States,Wisconsin,2017-18,Employees,95.7,,"135,551",,,,
624,Seasonal Influenza,States,Wyoming,2017-18,Employees,93.7,,"11,230",,,,
625,Seasonal Influenza,States,Alabama,2018-19,Employees,90.6,,"94,536",,,,
626,Seasonal Influenza,States,Alaska,2018-19,Employees,85.9,,"19,005",,,,
627,Seasonal Influenza,States,Arizona,2018-19,Employees,93,,"93,061",,,,
628,Seasonal Influenza,States,Arkansas,2018-19,Employees,93.2,,"68,204",,,,
629,Seasonal Influenza,States,California,2018-19,Employees,88.3,,"622,103",,,,
630,Seasonal Influenza,States,Colorado,2018-19,Employees,98,,"89,513",,,,
631,Seasonal Influenza,States,Connecticut,2018-19,Employees,93.5,,"71,584",,,,
632,Seasonal Influenza,States,Delaware,2018-19,Employees,94.9,,"28,146",,,,
633,Seasonal Influenza,States,District of Columbia,2018-19,Employees,98.4,,"19,553",,,,
634,Seasonal Influenza,States,Florida,2018-19,Employees,85.3,,"371,607",,,,
635,Seasonal Influenza,States,Georgia,2018-19,Employees,92.4,,"177,390",,,,
636,Seasonal Influenza,States,Hawaii,2018-19,Employees,83.1,,"19,595",,,,
637,Seasonal Influenza,States,Idaho,2018-19,Employees,96.2,,"33,724",,,,
638,Seasonal Influenza,States,Illinois,2018-19,Employees,96,,"258,297",,,,
639,Seasonal Influenza,States,Indiana,2018-19,Employees,94.2,,"159,644",,,,
640,Seasonal Influenza,States,Iowa,2018-19,Employees,96.5,,"76,864",,,,
641,Seasonal Influenza,States,Kansas,2018-19,Employees,95.9,,"66,361",,,,
642,Seasonal Influenza,States,Kentucky,2018-19,Employees,94.5,,"98,830",,,,
643,Seasonal Influenza,States,Louisiana,2018-19,Employees,91.2,,"93,865",,,,
644,Seasonal Influenza,States,Maine,2018-19,Employees,91.7,,"40,464",,,,
645,Seasonal Influenza,States,Maryland,2018-19,Employees,97.6,,"73,320",,,,
646,Seasonal Influenza,States,Massachusetts,2018-19,Employees,94.9,,"204,778",,,,
647,Seasonal Influenza,States,Michigan,2018-19,Employees,93.5,,"238,301",,,,
648,Seasonal Influenza,States,Minnesota,2018-19,Employees,86.1,,"138,621",,,,
649,Seasonal Influenza,States,Mississippi,2018-19,Employees,88.8,,"66,626",,,,
650,Seasonal Influenza,States,Missouri,2018-19,Employees,96.5,,"148,091",,,,
651,Seasonal Influenza,States,Montana,2018-19,Employees,92.2,,"29,302",,,,
652,Seasonal Influenza,States,Nebraska,2018-19,Employees,94.1,,"38,038",,,,
653,Seasonal Influenza,States,Nevada,2018-19,Employees,91.4,,"35,595",,,,
654,Seasonal Influenza,States,New Hampshire,2018-19,Employees,94.6,,"37,341",,,,
655,Seasonal Influenza,States,New Jersey,2018-19,Employees,93.1,,"153,020",,,,
656,Seasonal Influenza,States,New Mexico,2018-19,Employees,91.2,,"36,843",,,,
657,Seasonal Influenza,States,New York,2018-19,Employees,88,,"455,570",,,,
658,Seasonal Influenza,States,North Carolina,2018-19,Employees,97.4,,"199,401",,,,
659,Seasonal Influenza,States,North Dakota,2018-19,Employees,93.2,,"27,728",,,,
660,Seasonal Influenza,States,Ohio,2018-19,Employees,91.8,,"278,067",,,,
661,Seasonal Influenza,States,Oklahoma,2018-19,Employees,95.4,,"73,656",,,,
662,Seasonal Influenza,States,Oregon,2018-19,Employees,86.8,,"79,367",,,,
663,Seasonal Influenza,States,Pennsylvania,2018-19,Employees,94,,"279,349",,,,
664,Seasonal Influenza,National,United States,2018-19,Employees,92.3,,"6,303,025",,,,
665,Seasonal Influenza,States,Rhode Island,2018-19,Employees,90.4,,"23,683",,,,
666,Seasonal Influenza,States,South Carolina,2018-19,Employees,93.8,,"92,374",,,,
667,Seasonal Influenza,States,South Dakota,2018-19,Employees,97.4,,"25,333",,,,
668,Seasonal Influenza,States,Tennessee,2018-19,Employees,93.4,,"142,267",,,,
669,Seasonal Influenza,States,Texas,2018-19,Employees,94.4,,"403,525",,,,
670,Seasonal Influenza,States,Utah,2018-19,Employees,99,,"45,424",,,,
671,Seasonal Influenza,States,Vermont,2018-19,Employees,82.8,,"18,602",,,,
672,Seasonal Influenza,States,Virginia,2018-19,Employees,94.1,,"123,216",,,,
673,Seasonal Influenza,States,Washington,2018-19,Employees,92.4,,"127,119",,,,
674,Seasonal Influenza,States,West Virginia,2018-19,Employees,94.1,,"52,776",,,,
675,Seasonal Influenza,States,Wisconsin,2018-19,Employees,96.5,,"141,786",,,,
676,Seasonal Influenza,States,Wyoming,2018-19,Employees,94.5,,"11,560",,,,
677,Seasonal Influenza,States,Alabama,2020-21,Employees,88,,"103,733",,,,
678,Seasonal Influenza,States,Alaska,2020-21,Employees,87.4,,"17,586",,,,
679,Seasonal Influenza,States,Arizona,2020-21,Employees,89.2,,"84,926",,,,
680,Seasonal Influenza,States,Arkansas,2020-21,Employees,89.1,,"63,674",,,,
681,Seasonal Influenza,States,California,2020-21,Employees,81.4,,"634,324",,,,
682,Seasonal Influenza,States,Colorado,2020-21,Employees,96.2,,"97,066",,,,
683,Seasonal Influenza,States,Connecticut,2020-21,Employees,90.2,,"77,630",,,,
684,Seasonal Influenza,States,Delaware,2020-21,Employees,90.7,,"25,754",,,,
685,Seasonal Influenza,States,District of Columbia,2020-21,Employees,94.6,,"19,341",,,,
686,Seasonal Influenza,States,Florida,2020-21,Employees,78.1,,"358,973",,,,
687,Seasonal Influenza,States,Georgia,2020-21,Employees,86.3,,"180,016",,,,
688,Seasonal Influenza,States,Hawaii,2020-21,Employees,82.3,,"21,460",,,,
689,Seasonal Influenza,States,Idaho,2020-21,Employees,90.5,,"38,884",,,,
690,Seasonal Influenza,States,Illinois,2020-21,Employees,94.7,,"248,440",,,,
691,Seasonal Influenza,States,Indiana,2020-21,Employees,94.8,,"155,165",,,,
692,Seasonal Influenza,States,Iowa,2020-21,Employees,94.2,,"73,249",,,,
693,Seasonal Influenza,States,Kansas,2020-21,Employees,92.5,,"63,530",,,,
694,Seasonal Influenza,States,Kentucky,2020-21,Employees,88.4,,"95,248",,,,
695,Seasonal Influenza,States,Louisiana,2020-21,Employees,85.2,,"105,072",,,,
696,Seasonal Influenza,States,Maine,2020-21,Employees,92.4,,"36,761",,,,
697,Seasonal Influenza,States,Maryland,2020-21,Employees,96.2,,"87,664",,,,
698,Seasonal Influenza,States,Massachusetts,2020-21,Employees,95.7,,"190,462",,,,
699,Seasonal Influenza,States,Michigan,2020-21,Employees,91.5,,"236,282",,,,
700,Seasonal Influenza,States,Minnesota,2020-21,Employees,82.8,,"121,067",,,,
701,Seasonal Influenza,States,Mississippi,2020-21,Employees,81.5,,"65,947",,,,
702,Seasonal Influenza,States,Missouri,2020-21,Employees,95.3,,"142,619",,,,
703,Seasonal Influenza,States,Montana,2020-21,Employees,87.3,,"29,759",,,,
704,Seasonal Influenza,States,Nebraska,2020-21,Employees,91.2,,"40,525",,,,
705,Seasonal Influenza,States,Nevada,2020-21,Employees,74.7,,"37,597",,,,
706,Seasonal Influenza,States,New Hampshire,2020-21,Employees,95.2,,"37,683",,,,
707,Seasonal Influenza,States,New Jersey,2020-21,Employees,91.3,,"152,551",,,,
708,Seasonal Influenza,States,New Mexico,2020-21,Employees,81.6,,"39,882",,,,
709,Seasonal Influenza,States,New York,2020-21,Employees,79.3,,"457,483",,,,
710,Seasonal Influenza,States,North Carolina,2020-21,Employees,96,,"199,521",,,,
711,Seasonal Influenza,States,North Dakota,2020-21,Employees,91,,"25,474",,,,
712,Seasonal Influenza,States,Ohio,2020-21,Employees,90.7,,"285,463",,,,
713,Seasonal Influenza,States,Oklahoma,2020-21,Employees,93.8,,"75,516",,,,
714,Seasonal Influenza,States,Oregon,2020-21,Employees,76.4,,"83,265",,,,
715,Seasonal Influenza,States,Pennsylvania,2020-21,Employees,91.4,,"267,284",,,,
716,Seasonal Influenza,National,United States,2020-21,Employees,88.1,,"6,272,842",,,,
717,Seasonal Influenza,States,Rhode Island,2020-21,Employees,79,,"24,491",,,,
718,Seasonal Influenza,States,South Carolina,2020-21,Employees,91.7,,"101,754",,,,
719,Seasonal Influenza,States,South Dakota,2020-21,Employees,96.8,,"29,341",,,,
720,Seasonal Influenza,States,Tennessee,2020-21,Employees,87.5,,"142,844",,,,
721,Seasonal Influenza,States,Texas,2020-21,Employees,88.1,,"377,125",,,,
722,Seasonal Influenza,States,Utah,2020-21,Employees,95.2,,"49,177",,,,
723,Seasonal Influenza,States,Vermont,2020-21,Employees,83,,"16,944",,,,
724,Seasonal Influenza,States,Virginia,2020-21,Employees,89,,"124,070",,,,
725,Seasonal Influenza,States,Washington,2020-21,Employees,86,,"126,100",,,,
726,Seasonal Influenza,States,West Virginia,2020-21,Employees,93.7,,"50,053",,,,
727,Seasonal Influenza,States,Wisconsin,2020-21,Employees,94.6,,"142,788",,,,
728,Seasonal Influenza,States,Wyoming,2020-21,Employees,90.7,,"11,279",,,,
729,Seasonal Influenza,States,Alabama,2013-14,Licensed Independent Practitioners,40.8,,"15,332",,,,
730,Seasonal Influenza,States,Alaska,2013-14,Licensed Independent Practitioners,55.9,,"2,034",,,,
731,Seasonal Influenza,States,Arizona,2013-14,Licensed Independent Practitioners,62.7,,"26,392",,,,
732,Seasonal Influenza,States,Arkansas,2013-14,Licensed Independent Practitioners,44.3,,"7,076",,,,
733,Seasonal Influenza,States,California,2013-14,Licensed Independent Practitioners,62.3,,"136,667",,,,
734,Seasonal Influenza,States,Colorado,2013-14,Licensed Independent Practitioners,88.6,,"28,171",,,,
735,Seasonal Influenza,States,Connecticut,2013-14,Licensed Independent Practitioners,72.5,,"14,363",,,,
736,Seasonal Influenza,States,Delaware,2013-14,Licensed Independent Practitioners,71.7,,"2,612",,,,
737,Seasonal Influenza,States,District of Columbia,2013-14,Licensed Independent Practitioners,92,,"5,553",,,,
738,Seasonal Influenza,States,Florida,2013-14,Licensed Independent Practitioners,33.8,,"83,585",,,,
739,Seasonal Influenza,States,Georgia,2013-14,Licensed Independent Practitioners,69.5,,"27,213",,,,
740,Seasonal Influenza,States,Hawaii,2013-14,Licensed Independent Practitioners,57.6,,"3,026",,,,
741,Seasonal Influenza,States,Idaho,2013-14,Licensed Independent Practitioners,34.5,,"3,932",,,,
742,Seasonal Influenza,States,Illinois,2013-14,Licensed Independent Practitioners,62.8,,"50,431",,,,
743,Seasonal Influenza,States,Indiana,2013-14,Licensed Independent Practitioners,73.4,,"25,963",,,,
744,Seasonal Influenza,States,Iowa,2013-14,Licensed Independent Practitioners,77.6,,"10,390",,,,
745,Seasonal Influenza,States,Kansas,2013-14,Licensed Independent Practitioners,69.6,,"10,959",,,,
746,Seasonal Influenza,States,Kentucky,2013-14,Licensed Independent Practitioners,45.8,,"14,438",,,,
747,Seasonal Influenza,States,Louisiana,2013-14,Licensed Independent Practitioners,39.6,,"20,809",,,,
748,Seasonal Influenza,States,Maine,2013-14,Licensed Independent Practitioners,70.1,,"1,668",,,,
749,Seasonal Influenza,States,Maryland,2013-14,Licensed Independent Practitioners,93.6,,"20,874",,,,
750,Seasonal Influenza,States,Massachusetts,2013-14,Licensed Independent Practitioners,78,,"28,853",,,,
751,Seasonal Influenza,States,Michigan,2013-14,Licensed Independent Practitioners,49.3,,"32,069",,,,
752,Seasonal Influenza,States,Minnesota,2013-14,Licensed Independent Practitioners,61,,"14,587",,,,
753,Seasonal Influenza,States,Mississippi,2013-14,Licensed Independent Practitioners,50.6,,"5,751",,,,
754,Seasonal Influenza,States,Missouri,2013-14,Licensed Independent Practitioners,64.9,,"22,722",,,,
755,Seasonal Influenza,States,Montana,2013-14,Licensed Independent Practitioners,62,,"2,095",,,,
756,Seasonal Influenza,States,Nebraska,2013-14,Licensed Independent Practitioners,73.4,,"7,262",,,,
757,Seasonal Influenza,States,Nevada,2013-14,Licensed Independent Practitioners,44.6,,"12,213",,,,
758,Seasonal Influenza,States,New Hampshire,2013-14,Licensed Independent Practitioners,82.2,,"3,775",,,,
759,Seasonal Influenza,States,New Jersey,2013-14,Licensed Independent Practitioners,39.1,,"36,153",,,,
760,Seasonal Influenza,States,New Mexico,2013-14,Licensed Independent Practitioners,41.5,,"5,315",,,,
761,Seasonal Influenza,States,New York,2013-14,Licensed Independent Practitioners,66.3,,"69,123",,,,
762,Seasonal Influenza,States,North Carolina,2013-14,Licensed Independent Practitioners,82,,"27,526",,,,
763,Seasonal Influenza,States,North Dakota,2013-14,Licensed Independent Practitioners,75.5,,"1,380",,,,
764,Seasonal Influenza,States,Ohio,2013-14,Licensed Independent Practitioners,58.3,,"38,259",,,,
765,Seasonal Influenza,States,Oklahoma,2013-14,Licensed Independent Practitioners,64.1,,"11,043",,,,
766,Seasonal Influenza,States,Oregon,2013-14,Licensed Independent Practitioners,58.1,,"8,775",,,,
767,Seasonal Influenza,States,Pennsylvania,2013-14,Licensed Independent Practitioners,62.8,,"66,618",,,,
768,Seasonal Influenza,National,United States,2013-14,Licensed Independent Practitioners,61.9,,"1,154,376",,,,
769,Seasonal Influenza,States,Rhode Island,2013-14,Licensed Independent Practitioners,87.7,,"5,376",,,,
770,Seasonal Influenza,States,South Carolina,2013-14,Licensed Independent Practitioners,67.8,,"16,043",,,,
771,Seasonal Influenza,States,South Dakota,2013-14,Licensed Independent Practitioners,78.8,,"1,972",,,,
772,Seasonal Influenza,States,Tennessee,2013-14,Licensed Independent Practitioners,57.9,,"24,429",,,,
773,Seasonal Influenza,States,Texas,2013-14,Licensed Independent Practitioners,59.3,,"107,141",,,,
774,Seasonal Influenza,States,Utah,2013-14,Licensed Independent Practitioners,79.8,,"9,739",,,,
775,Seasonal Influenza,States,Vermont,2013-14,Licensed Independent Practitioners,46.5,,639,,,,
776,Seasonal Influenza,States,Virginia,2013-14,Licensed Independent Practitioners,71.3,,"25,258",,,,
777,Seasonal Influenza,States,Washington,2013-14,Licensed Independent Practitioners,70.1,,"23,101",,,,
778,Seasonal Influenza,States,West Virginia,2013-14,Licensed Independent Practitioners,47.1,,"5,885",,,,
779,Seasonal Influenza,States,Wisconsin,2013-14,Licensed Independent Practitioners,88.3,,"28,740",,,,
780,Seasonal Influenza,States,Wyoming,2013-14,Licensed Independent Practitioners,71.7,,"1,046",,,,
781,Seasonal Influenza,States,Alabama,2014-15,Licensed Independent Practitioners,51.2,,"16,109",,,,
782,Seasonal Influenza,States,Alaska,2014-15,Licensed Independent Practitioners,57,,"2,084",,,,
783,Seasonal Influenza,States,Arizona,2014-15,Licensed Independent Practitioners,67.1,,"29,848",,,,
784,Seasonal Influenza,States,Arkansas,2014-15,Licensed Independent Practitioners,59.9,,"6,978",,,,
785,Seasonal Influenza,States,California,2014-15,Licensed Independent Practitioners,62.9,,"125,760",,,,
786,Seasonal Influenza,States,Colorado,2014-15,Licensed Independent Practitioners,92.8,,"28,097",,,,
787,Seasonal Influenza,States,Connecticut,2014-15,Licensed Independent Practitioners,70.3,,"11,902",,,,
788,Seasonal Influenza,States,Delaware,2014-15,Licensed Independent Practitioners,57.2,,"2,624",,,,
789,Seasonal Influenza,States,District of Columbia,2014-15,Licensed Independent Practitioners,89.5,,"4,359",,,,
790,Seasonal Influenza,States,Florida,2014-15,Licensed Independent Practitioners,47.2,,"104,957",,,,
791,Seasonal Influenza,States,Georgia,2014-15,Licensed Independent Practitioners,69.9,,"30,477",,,,
792,Seasonal Influenza,States,Hawaii,2014-15,Licensed Independent Practitioners,67.2,,"3,569",,,,
793,Seasonal Influenza,States,Idaho,2014-15,Licensed Independent Practitioners,64.2,,"3,128",,,,
794,Seasonal Influenza,States,Illinois,2014-15,Licensed Independent Practitioners,58.5,,"52,169",,,,
795,Seasonal Influenza,States,Indiana,2014-15,Licensed Independent Practitioners,76.6,,"27,196",,,,
796,Seasonal Influenza,States,Iowa,2014-15,Licensed Independent Practitioners,81.3,,"9,682",,,,
797,Seasonal Influenza,States,Kansas,2014-15,Licensed Independent Practitioners,75.6,,"9,541",,,,
798,Seasonal Influenza,States,Kentucky,2014-15,Licensed Independent Practitioners,35.4,,"14,109",,,,
799,Seasonal Influenza,States,Louisiana,2014-15,Licensed Independent Practitioners,56.8,,"20,881",,,,
800,Seasonal Influenza,States,Maine,2014-15,Licensed Independent Practitioners,63.1,,"2,065",,,,
801,Seasonal Influenza,States,Maryland,2014-15,Licensed Independent Practitioners,92.4,,"23,906",,,,
802,Seasonal Influenza,States,Massachusetts,2014-15,Licensed Independent Practitioners,86.9,,"32,049",,,,
803,Seasonal Influenza,States,Michigan,2014-15,Licensed Independent Practitioners,51.1,,"29,526",,,,
804,Seasonal Influenza,States,Minnesota,2014-15,Licensed Independent Practitioners,63,,"11,233",,,,
805,Seasonal Influenza,States,Mississippi,2014-15,Licensed Independent Practitioners,61.3,,"5,684",,,,
806,Seasonal Influenza,States,Missouri,2014-15,Licensed Independent Practitioners,67.9,,"20,058",,,,
807,Seasonal Influenza,States,Montana,2014-15,Licensed Independent Practitioners,57.2,,"2,049",,,,
808,Seasonal Influenza,States,Nebraska,2014-15,Licensed Independent Practitioners,83.2,,"6,551",,,,
809,Seasonal Influenza,States,Nevada,2014-15,Licensed Independent Practitioners,33.5,,"15,186",,,,
810,Seasonal Influenza,States,New Hampshire,2014-15,Licensed Independent Practitioners,90.5,,"4,208",,,,
811,Seasonal Influenza,States,New Jersey,2014-15,Licensed Independent Practitioners,46.1,,"36,585",,,,
812,Seasonal Influenza,States,New Mexico,2014-15,Licensed Independent Practitioners,45.1,,"5,193",,,,
813,Seasonal Influenza,States,New York,2014-15,Licensed Independent Practitioners,64.4,,"69,012",,,,
814,Seasonal Influenza,States,North Carolina,2014-15,Licensed Independent Practitioners,87.5,,"29,635",,,,
815,Seasonal Influenza,States,North Dakota,2014-15,Licensed Independent Practitioners,61.1,,821,,,,
816,Seasonal Influenza,States,Ohio,2014-15,Licensed Independent Practitioners,58.4,,"32,080",,,,
817,Seasonal Influenza,States,Oklahoma,2014-15,Licensed Independent Practitioners,68.2,,"10,988",,,,
818,Seasonal Influenza,States,Oregon,2014-15,Licensed Independent Practitioners,58,,"9,307",,,,
819,Seasonal Influenza,States,Pennsylvania,2014-15,Licensed Independent Practitioners,70.9,,"49,603",,,,
820,Seasonal Influenza,National,United States,2014-15,Licensed Independent Practitioners,65.1,,"1,145,795",,,,
821,Seasonal Influenza,States,Rhode Island,2014-15,Licensed Independent Practitioners,95.9,,"5,660",,,,
822,Seasonal Influenza,States,South Carolina,2014-15,Licensed Independent Practitioners,64.1,,"12,706",,,,
823,Seasonal Influenza,States,South Dakota,2014-15,Licensed Independent Practitioners,82.4,,"2,403",,,,
824,Seasonal Influenza,States,Tennessee,2014-15,Licensed Independent Practitioners,63.6,,"23,928",,,,
825,Seasonal Influenza,States,Texas,2014-15,Licensed Independent Practitioners,62.7,,"105,725",,,,
826,Seasonal Influenza,States,Utah,2014-15,Licensed Independent Practitioners,83.3,,"14,144",,,,
827,Seasonal Influenza,States,Vermont,2014-15,Licensed Independent Practitioners,42.6,,870,,,,
828,Seasonal Influenza,States,Virginia,2014-15,Licensed Independent Practitioners,71.2,,"26,327",,,,
829,Seasonal Influenza,States,Washington,2014-15,Licensed Independent Practitioners,71.4,,"20,974",,,,
830,Seasonal Influenza,States,West Virginia,2014-15,Licensed Independent Practitioners,58.5,,"5,411",,,,
831,Seasonal Influenza,States,Wisconsin,2014-15,Licensed Independent Practitioners,90.7,,"27,077",,,,
832,Seasonal Influenza,States,Wyoming,2014-15,Licensed Independent Practitioners,72.6,,"1,361",,,,
833,Seasonal Influenza,States,Alabama,2015-16,Licensed Independent Practitioners,50.3,,"15,747",,,,
834,Seasonal Influenza,States,Alaska,2015-16,Licensed Independent Practitioners,47.8,,"1,969",,,,
835,Seasonal Influenza,States,Arizona,2015-16,Licensed Independent Practitioners,77.9,,"31,602",,,,
836,Seasonal Influenza,States,Arkansas,2015-16,Licensed Independent Practitioners,55.3,,"6,653",,,,
837,Seasonal Influenza,States,California,2015-16,Licensed Independent Practitioners,64.5,,"134,443",,,,
838,Seasonal Influenza,States,Colorado,2015-16,Licensed Independent Practitioners,95.6,,"29,861",,,,
839,Seasonal Influenza,States,Connecticut,2015-16,Licensed Independent Practitioners,71.6,,"10,388",,,,
840,Seasonal Influenza,States,Delaware,2015-16,Licensed Independent Practitioners,72.6,,"2,683",,,,
841,Seasonal Influenza,States,District of Columbia,2015-16,Licensed Independent Practitioners,90.7,,"3,874",,,,
842,Seasonal Influenza,States,Florida,2015-16,Licensed Independent Practitioners,48,,"85,571",,,,
843,Seasonal Influenza,States,Georgia,2015-16,Licensed Independent Practitioners,71.2,,"28,917",,,,
844,Seasonal Influenza,States,Hawaii,2015-16,Licensed Independent Practitioners,68.4,,"3,314",,,,
845,Seasonal Influenza,States,Idaho,2015-16,Licensed Independent Practitioners,51.1,,"4,344",,,,
846,Seasonal Influenza,States,Illinois,2015-16,Licensed Independent Practitioners,63.7,,"46,956",,,,
847,Seasonal Influenza,States,Indiana,2015-16,Licensed Independent Practitioners,81.3,,"27,558",,,,
848,Seasonal Influenza,States,Iowa,2015-16,Licensed Independent Practitioners,83.2,,"10,244",,,,
849,Seasonal Influenza,States,Kansas,2015-16,Licensed Independent Practitioners,89.8,,"9,246",,,,
850,Seasonal Influenza,States,Kentucky,2015-16,Licensed Independent Practitioners,48.5,,"15,200",,,,
851,Seasonal Influenza,States,Louisiana,2015-16,Licensed Independent Practitioners,66.5,,"20,998",,,,
852,Seasonal Influenza,States,Maine,2015-16,Licensed Independent Practitioners,89.3,,"1,607",,,,
853,Seasonal Influenza,States,Maryland,2015-16,Licensed Independent Practitioners,90.4,,"20,653",,,,
854,Seasonal Influenza,States,Massachusetts,2015-16,Licensed Independent Practitioners,88.6,,"31,708",,,,
855,Seasonal Influenza,States,Michigan,2015-16,Licensed Independent Practitioners,75.6,,"32,073",,,,
856,Seasonal Influenza,States,Minnesota,2015-16,Licensed Independent Practitioners,66.7,,"16,615",,,,
857,Seasonal Influenza,States,Mississippi,2015-16,Licensed Independent Practitioners,60.4,,"6,882",,,,
858,Seasonal Influenza,States,Missouri,2015-16,Licensed Independent Practitioners,68.4,,"23,056",,,,
859,Seasonal Influenza,States,Montana,2015-16,Licensed Independent Practitioners,62.5,,"2,063",,,,
860,Seasonal Influenza,States,Nebraska,2015-16,Licensed Independent Practitioners,78.2,,"6,255",,,,
861,Seasonal Influenza,States,Nevada,2015-16,Licensed Independent Practitioners,44.6,,"12,724",,,,
862,Seasonal Influenza,States,New Hampshire,2015-16,Licensed Independent Practitioners,82.4,,"4,527",,,,
863,Seasonal Influenza,States,New Jersey,2015-16,Licensed Independent Practitioners,56,,"35,596",,,,
864,Seasonal Influenza,States,New Mexico,2015-16,Licensed Independent Practitioners,55.4,,"4,657",,,,
865,Seasonal Influenza,States,New York,2015-16,Licensed Independent Practitioners,65.1,,"67,124",,,,
866,Seasonal Influenza,States,North Carolina,2015-16,Licensed Independent Practitioners,89.2,,"29,465",,,,
867,Seasonal Influenza,States,North Dakota,2015-16,Licensed Independent Practitioners,78,,"1,066",,,,
868,Seasonal Influenza,States,Ohio,2015-16,Licensed Independent Practitioners,51.2,,"41,922",,,,
869,Seasonal Influenza,States,Oklahoma,2015-16,Licensed Independent Practitioners,65.4,,"11,693",,,,
870,Seasonal Influenza,States,Oregon,2015-16,Licensed Independent Practitioners,63.3,,"9,289",,,,
871,Seasonal Influenza,States,Pennsylvania,2015-16,Licensed Independent Practitioners,75.8,,"50,737",,,,
872,Seasonal Influenza,National,United States,2015-16,Licensed Independent Practitioners,68.6,,"1,149,312",,,,
873,Seasonal Influenza,States,Rhode Island,2015-16,Licensed Independent Practitioners,95.5,,"6,072",,,,
874,Seasonal Influenza,States,South Carolina,2015-16,Licensed Independent Practitioners,73,,"12,232",,,,
875,Seasonal Influenza,States,South Dakota,2015-16,Licensed Independent Practitioners,78.9,,"2,825",,,,
876,Seasonal Influenza,States,Tennessee,2015-16,Licensed Independent Practitioners,63.6,,"24,659",,,,
877,Seasonal Influenza,States,Texas,2015-16,Licensed Independent Practitioners,65.5,,"104,338",,,,
878,Seasonal Influenza,States,Utah,2015-16,Licensed Independent Practitioners,92.6,,"11,959",,,,
879,Seasonal Influenza,States,Vermont,2015-16,Licensed Independent Practitioners,84.9,,471,,,,
880,Seasonal Influenza,States,Virginia,2015-16,Licensed Independent Practitioners,65.2,,"26,616",,,,
881,Seasonal Influenza,States,Washington,2015-16,Licensed Independent Practitioners,77.8,,"26,748",,,,
882,Seasonal Influenza,States,West Virginia,2015-16,Licensed Independent Practitioners,65.6,,"6,019",,,,
883,Seasonal Influenza,States,Wisconsin,2015-16,Licensed Independent Practitioners,91.8,,"26,867",,,,
884,Seasonal Influenza,States,Wyoming,2015-16,Licensed Independent Practitioners,74.6,,"1,226",,,,
885,Seasonal Influenza,States,Alabama,2016-17,Licensed Independent Practitioners,58,,"16,173",,,,
886,Seasonal Influenza,States,Alaska,2016-17,Licensed Independent Practitioners,55.1,,"2,286",,,,
887,Seasonal Influenza,States,Arizona,2016-17,Licensed Independent Practitioners,79.2,,"33,853",,,,
888,Seasonal Influenza,States,Arkansas,2016-17,Licensed Independent Practitioners,55.1,,"7,343",,,,
889,Seasonal Influenza,States,California,2016-17,Licensed Independent Practitioners,67.4,,"137,365",,,,
890,Seasonal Influenza,States,Colorado,2016-17,Licensed Independent Practitioners,95.4,,"29,470",,,,
891,Seasonal Influenza,States,Connecticut,2016-17,Licensed Independent Practitioners,70.8,,"10,491",,,,
892,Seasonal Influenza,States,Delaware,2016-17,Licensed Independent Practitioners,57.5,,"2,146",,,,
893,Seasonal Influenza,States,District of Columbia,2016-17,Licensed Independent Practitioners,95.8,,"3,854",,,,
